carnivora	非洲热带界	像猫却是獴亲戚的马达加斯加顶级猎手	马岛长尾狸猫	Cryptoprocta ferox	马岛长尾狸猫	岛上最大的陆生肉食哺乳类，隶属食蚁狸科；专猎狐猴，脚踝灵活可头朝下顺树干追击	馬島長尾狸貓
aves	新北界	喉上一撮翠光的高山蜂鸟	翠颏蜂鸟	Abeillia abeillei	翠颏蜂鸟	雄鸟喉部有翠绿金属光泽斑；见于中美至安第斯山地，以灌木花蜜为主食并兼食小昆虫	翠颏蜂鸟
aves	非洲热带界	头上无羽、拖着长尾的珠鸡	鹫珠鸡	Acryllium vulturinum	鹫珠鸡	珠鸡科里外表最不像鸡的一种：秃头似秃鹫、颈披长羽、中央尾羽特长，结大群在东非稀树草原地面走	鹫珠鸡
aves	新热带界	安第斯山上胸缀白点的常客	鳞斑蜂鸟	Adelomyia melanogenys	鳞斑蜂鸟	全身深色而胸腹密布白斑；亚种极多、各山脉群体差异明显，云雾林边缘随花期做短距离移动觅食	鳞斑蜂鸟
aves	非洲热带界	藏在沼泽草甸下、听其声不见其身	斑纹田鸡	Aenigmatolimnas marginalis	斑纹田鸡	秧鸡科中体型极小者，性隐蔽，多在沼泽植被下潜行；受惊时钻草而非远飞，常靠叫声才被察觉	斑纹田鸡
aves	非洲热带界	非洲雨林里头最光的珠鸡	白腹珍珠鸡	Agelastes meleagrides	白腹珍珠鸡	胸腹纯白、头部几乎全裸，在西非雨林下层的落叶堆里刨食；成对活动、领域性强，怕飞而爱走	白腹珍珠雞
aves	新热带界	只待在秘鲁一条河谷的蜂鸟	紫背闪羽蜂鸟	Aglaeactis aliciae	紫背闪羽蜂鸟	仅见于秘鲁北部马腊尼翁河谷，干旱灌丛与林缘取食花蜜；分布极窄，因垦殖与放牧而濒危	紫背闪羽蜂鸟
aves	新热带界	雄鸟尾巴比身子长出数倍	紫长尾蜂鸟	Aglaiocercus coelestis	紫长尾蜂鸟	安第斯东坡小型蜂鸟，雄鸟中央尾羽极长泛紫蓝光泽，求偶做俯冲悬停展示，讲长尾的性选择代价	紫长尾蜂鸟
aves	非洲热带界	非洲大陆唯一原产的孔雀	刚果孔雀	Afropavo congensis	刚果孔雀	与亚洲孔雀并列为仅有的两种孔雀类；长期被误认作珠鸡，靠低地雨林生存，讲发现极晚的大型鸟	剛果孔雀
aves	澳新界·海洋	扎进水里却常空手而出的蓝点	普通翠鸟	Alcedo atthis	普通翠鸟	逆戟式俯冲捕鱼，视力和弹道要同时校正折射误差；捕不到鱼时改吃水生昆虫，讲蓝色背羽与红脚的定位线索	普通翠鸟
aves	澳新界·海洋	红嘴红脚、胸前一道黑白斑马纹	石鸡	Alectoris chukar	石鸡	干旱山坡与碎石地的集群鹑类，肋部黑白横纹醒目；雄雌同筑巢、雏鸟出壳数小时即可自行觅食	石鸡
aves	新热带界	整片雨林里只有一种褐色的水鸟	纯色秧鸡	Amaurolimnas concolor	纯色秧鸡	通体近单色、尾短而常上翘，在新热带林下溪边落叶层翻找无脊椎动物；叫声低沉、极难见到	纯色秧鸡
aves	新北界	只长在洪都拉斯的橙色喉火苗	洪都拉斯蜂鸟	Amazilia luciae	洪都拉斯蜂鸟	雄鸟喉胸橙黄，仅分布于洪都拉斯太平洋侧干旱灌丛；靠刺灌木花期定居，放牧与砍灌使其栖息地碎片化	洪都拉斯蜂鸟
aves	新热带界	巴西干旱灌丛里低调的小褐蜂鸟	阔尾隐蜂鸟	Anopetia gounellei	阔尾隐蜂鸟	仅见于巴西东北部的刺林与干旱灌丛，羽色暗淡、尾阔；随多花植物花期做局部游荡，讲稀树旱地的特有种	阔尾隐蜂鸟
aves	新北界	上喙带锯齿、靠咬花开饭的蜂鸟	齿嘴蜂鸟	Androdon aequatorialis	齿嘴蜂鸟	喙缘有齿状缺刻；取食时常咬破花冠基部直接窃取花蜜，绕开传粉分工，讲一支不守规矩的嘴	齿嘴蜂鸟
aves	东洋界	盔突上那抹白斑点名的犀鸟	印度冠斑犀鸟	Anthracoceros coronatus	印度冠斑犀鸟	见于印度中西部沿河林，以榕树果为主食；育雏时雌鸟在树洞内以粪便和食糜封住洞口，只留缝由雄鸟投食	印度冠斑犀鸟
aves	新北界	一嘴弯刀专撬苹果螺	秧鹤	Aramus guarauna	秧鹤	介于秧鸡与鹤之间的独立一科；喙尖侧弯，能伸进螺口把苹果螺整只挑出，叫声凄厉如在哭	秧鹤
aves	东洋界	只活在海南岛山林里的鹧鸪	海南山鹧鸪	Arborophila ardens	海南山鹧鸪	中国特有种，限海南中部山地常绿林，栗胸、白眼圈；因岛屿雨林破碎而成鹧鸪属中分布最狭窄者之一	海南山鹧鸪
aves	非洲热带界	能飞的最重的鸟靠跑起飞	灰颈鹭鸨	Ardeotis kori	灰颈鹭鸨	雄鸟体重可达雌鸟两倍多，颈能鼓成气球状求偶展示；起飞需长距离助跑，讲巨型飞鸟的体重上限	灰颈鹭鸨
aves	新热带界	脸上罩着一层紫蓝面具的蜂鸟	紫蓝妆脸蜂鸟	Augastes scutatus	紫蓝妆脸蜂鸟	巴西山地特有种，眼周与喉部泛紫蓝金属光；守住一片开花灌木驱赶同类，兼食被花招来的小虫	紫蓝妆脸蜂鸟
aves	东洋界	连蛙类也照扑不误的食肉秧鸡	普氏秧鸡	Aramidopsis plateni	普氏秧鸡	苏拉威西特有种，性隐蔽、好斗，除无脊椎动物外还捕蛙与小型脊椎动物；低地湿地排水使其栖息地持续收缩	普氏秧鸡
aves	东洋界	头顶一撮乱发的黑白犀鸟	长冠犀鸟	Berenicornis comatus	长冠犀鸟	分布于马来半岛与婆罗洲低地林，雌雄异色、冠羽蓬乱；必须在高大老树的树洞封巢育雏，讲伐木先带走巢树	長冠犀鳥
aves	新北界	用翅膀鼓出嗡嗡声求偶的野鸡	披肩榛鸡	Bonasa umbellus	披肩榛鸡	北美东部林地松鸡类；雄鸟求偶时高速振动翅膀发出嗡嗡声，靠鼓翼而非艳丽羽色竞争配偶	披肩榛鸡
aves	东洋界	盔突像双角颅骨的大型林栖鸟	双角犀鸟	Buceros bicornis	双角犀鸟	亚洲大型犀鸟，成对终身，雌鸟封洞育雏；取食大型榕树果并远距离传播大粒种子	双角犀鸟
aves	非洲热带界	非洲草原上站着的大型黑犀鸟	地犀鸟	Bucorvus abyssinicus	地犀鸟	犀鸟目中唯一地面活动的一支，腿长、不恋树；捕食昆虫、蛙、小龟乃至蝎子，营一夫一妻并有帮手共同育雏	地犀鸟
aves	新北界	雄鸟拖着叉状长尾的落基山南侧来客	瑰丽蜂鸟	Calothorax lucifer	瑰丽蜂鸟	见于墨西哥与美国西南部山地的松橡林，雄鸟外侧尾羽细长呈叉状；守卫花丛驱赶同类	瑰丽蜂鸟
aves	新热带界	翅膀像镰刀斜切空气的蜂鸟	黄胸刀翅蜂鸟	Campylopterus duidae	黄胸刀翅蜂鸟	刀翅蜂鸟属，外侧初级飞羽特化变宽弯曲；见于委内瑞拉与巴西交界的高山云雾林，雄鸟以翼振发声做展示	黄胸刀翅蜂鸟
aves	新北界	脚上长出梳子状突起的雪鸡	枞树鸡	Canachites canadensis	枞树鸡	北美北部针叶林松鸡类，趾缘两侧长出栻状突起到冬天更发达，像在雪面上增大承托面；冬季主食针叶与球果	枞树鸡
aves	非洲热带界	非洲雨林溪流边的暗色秧鸡	灰喉秧鸡	Canirallus oculeus	灰喉秧鸡	西非至中非林溪与沼泽居民，灰喉、体色深褐；性隐蔽、沿水边落叶层翻找甲壳类与水虫，靠尖亮叫声被察觉	灰喉秧鸡
aves	非洲热带界	能倒着飞、也能倒着看鱼的翠鸟	斑鱼狗	Ceryle rudis	斑鱼狗	黑白斑点的鱼狗属翠鸟，常悬停于水面定位鱼后俯冲；能倒退飞行调整悬停位置，成群协作轮流捕同一片水域	斑鱼狗
aves	新热带界	整只鸟像一块会飞的绿玻璃	绿尾翠蜂鸟	Chlorostilbon alice	绿尾翠蜂鸟	委内瑞拉特有种，通体翠绿金属光泽、尾分叉；出现在林缘与花园，雄鸟守卫成片开花灌木	绿尾翠蜂鸟
marine	东洋界	背撒白点、用板状牙咬碎贝类的鲼	花点无刺鲼	Aetomylaeus maculatus	花点无刺鲼	背部密布白斑，颌齿愈合成齿板专啃双壳与蟹类，近岸底拖网使其濒危	花点无刺鲼
marine	澳新界·海洋	澳洲深水里一头长嘴的小鲨鱼	长头光尾鲨	Apristurus longicephalus	长头光尾鲨	猫鲨科深海种类，头部狭长；卵生产带卷须卵鞘固定于底质，生活史鲜为人知	长头光尾鲨
marine	新热带界	唯一住在赤道附近的海狮	赤道毛皮海狮	Arctocephalus galapagoensis	赤道毛皮海狮	全球唯一分布到赤道的海狮，靠秘鲁洋流冷水上涌降温；体型小、热应激重，度夏躲在阴凉岩缝	赤道毛皮海狮
marine	澳新界·海洋	用脑袋撞开一米厚海冰的鲸	弓头鲸	Balaena mysticetus	弓头鲸	靠厚头骨与愈合颈椎顶穿海冰上浮呼吸；寿命可超过两百年，是哺乳动物里的极端长寿者	弓頭鯨
marine	澳新界·海洋	须鲸里最敢靠近船舷的小个子	小须鲸	Balaenoptera acutorostrata	小须鲸	须鲸科中体型最小者之一，好奇心重常贴近船舷；南北半球各有种群，商业捕捞曾令其数量骤减	小鬚鯨
marine	澳新界·海洋	一场淘皮热几乎把它捕到绝迹	北海狗	Callorhinus ursinus	北海狗	雄性守领域组成一夫多妻群；十九世纪末皮毛贸易使其几近灭绝，在国际公约保护下缓慢回升	北海狗
marine	澳新界·海洋	鼻尖一块黑斑的浅海鲨	黑吻真鲨	Carcharhinus acronotus	黑吻真鲨	吻端黑斑得名；雌鲨利用近岸浅水育儿场抚幼，沿岸捕捞与兼捕正在掏空这处庇护所	黑吻真鲨
marine	澳新界·海洋	没出生就在子宫里吃掉兄弟	沙虎鲨	Carcharias taurus	沙虎鲨	子宫内同类相食使每胎仅产极少数幼鲨；生长慢、性成熟晚，看似凶悍却行动迟缓极易被渔获耗尽	沙虎鯊
marine	澳新界·海洋	能把眼球翻上去护住的猎手	大白鲨	Carcharodon carcharias	大白鲨	撞击猎物时瞬膜与眼球后翻保护眼睛；作为部分恒温鱼类可用内脏温度换取爆发力，靠电感受定位藏着的猎物	大白鲨
marine		肚皮上会发光的深海鲨	高体霞鲨	Centroscyllium excelsum	高体霞鲨	灯笼鲨类，腹侧密布发光器向下补光以抹去自身轮廓；栖息于中深层水域，生活史因难以调查而几近空白	高體霞鯊
marine	澳新界·海洋	产下有卷须卵鞘的浅水猫鲨	网纹绒毛鲨	Cephaloscyllium fasciatum	网纹绒毛鲨	体表网纹，卵鞘两端具缠绕丝固定在礁区；近岸底拖网与栖息地退化使这一浅水特有种迅速减少	网纹绒毛鲨
marine	澳新界·海洋	张着大口却只喝一口浮游生物	姥鲨	Cetorhinus maximus	姥鲨	世界第二大鱼，滤食浮游动物而非鱼类；鳃耙特化成海绵状过滤结构，洄游经过近岸、常被渔具兼捕	姥鲨
marine	澳新界·海洋	上颌两颗大门牙撑起的近岸鲨	大口尖齿鲨	Chaenogaleus macrostoma	大口尖齿鲨	上颌齿特大而得名；栖于印度洋西太平洋近岸沙泥底，胎生、每胎产仔有限，底拖网兼捕压力大	大口尖齿鲨
marine	澳新界·海洋	全身粗糙得像砂纸的深海鲛	长须棘鲛	Cirrhigaleus barbifer	长须棘鲛	吻部具长须，盾鳞粗硬如砂纸；栖于西北太平洋深水冷域，稀有且生活史资料极少	長鬚棘鮫
marine		为取肝油被拖上深海的刺鲨	黑缘刺鲨	Centrophorus atromarginatus	黑缘刺鲨	深海刺鲨属，生长慢、性成熟晚、产仔少；因肝含角鲨烯遭深海拖网大量兼捕，讲低繁殖力遇上高需求渔业	黑緣刺鯊
marine	澳新界·海洋	用鳍在礁石浅滩上走路的小鲨	灰斑竹鲨	Chiloscyllium griseum	灰斑竹鲨	竹鲨类，胸鳍腹鳍基部肌肉发达，退潮时在礁平台上撑地爬行；耐溶氧波动与短暂离水，讲底栖鲨的两栖本事	灰斑竹鲨
marine	澳新界·海洋	肚皮挂满发光器的暗色深海鲨	铠鲨	Dalatias licha	铠鲨	灯笼角鲨，腹部发光器密集、齿形如手术刀；能扩张胃容纳大猎物，深海拖网偶获，生活史多靠标本推断	铠鲨
marine	澳新界·海洋	吻部尖长如匕首的深海刺鲨	深水田氏鲨	Deania profundorum	深水田氏鲨	鼻部向前拖成尖突，深海鲨类；生长慢、卵胎生、每胎少量，作为延绳钓兼捕对象被评估为近危	深水田氏鯊
marine	澳新界·海洋	会改变音色、能抬头的北极鲸	白鲸	Delphinapterus leucas	白鲸	无背鳍以适应冰下活动；发声多变被称为「海金丝雀」，能灵活转动头部，随海冰进退做季节性洄游	白鲸
marine	澳新界·海洋	腰上缀着一个沙漏花纹的海豚	真海豚	Delphinus delphis	真海豚	体侧有明显沙漏状色斑；成群追逐鱼群与船首浪，被围网金枪鱼渔业裹挟，讲「海豚安全」标签的由来	真海豚
marine	澳新界·海洋	用吻盘翻挖海草床的素食海牛	儒艮	Dugong dugon	儒艮	尾鳍呈新月形，与海牛的圆尾不同；吻端向下专挖海草根茎，海草床退化与缠绕渔网是主要死因	儒艮
marine	澳新界·海洋	一身大鳞片像披了铠甲的鲨鱼	笠鳞鲛	Echinorhinus cookei	笠鳞鲛	体表覆粗大盾鳞，体型粗壮、行动迟缓；西北太平洋深水稀有种，食腐记录多，几乎无人见过它活着的样子	笠鱗鮫
marine	澳新界·海洋	一张扫帚似的胡须脸在海底滤食	髯海豹	Erignathus barbatus	髯海豹	吻部硬须密集成丛，贴底翻找并滤食贝类与底栖无脊椎；北极近岸冰缘定居，靠厚实体壁在冰下久潜	髯海豹
marine	澳新界·海洋	从北极吃到墨西哥繁殖潟湖的须鲸	灰鲸	Eschrichtius robustus	灰鲸	洄游距离在鲸类中名列前茅，贴着海岸往返；用侧身刮吸方式在浅海泥表滤食端足类，海虱满身而不远海	灰鯨
marine		腹缘一条黑边点名的灯笼鲨	斯普兰汀乌鲨	Etmopterus splendidus	斯普兰汀乌鲨	乌鲨属深水小型鲨，体侧与腹缘有发光器带；以头足类与小型鱼为食，数量尚稳但生活史资料有限	斯普兰汀乌鲨
marine	澳新界·海洋	北太平洋最大的海狮	北海狮	Eumetopias jubatus	北海狮	海狮科中体型最大者，雄兽颈部鬃毛明显、发出吼叫；以鲑鱼为主食，鲑汛失败与其种群波动紧紧相扣	北海狮
marine	澳新界·海洋	名字叫鲸却是海豚、还吃海龟的猎手	小虎鲸	Feresa attenuata	小虎鲸	海豚科中少数捕食其他海洋哺乳类与海龟者；深海群居、数量稀少，很少近船，人类对其社会结构几乎无知	小虎鯨
marine	澳新界·海洋	猫鲨科里尾巴带锯齿的细长种	伊氏锯尾鲨	Galeus eastmani	伊氏锯尾鲨	体细如绳、尾基具小锯齿状脊突；西太平洋深水底栖，卵生带卷须卵鞘，偶被底拖网兼捕	伊氏锯尾鲨
marine	澳新界·海洋	身上刀痕密布、牙齿却少得可怜	里氏海豚	Grampus griseus	里氏海豚	体色随年龄越变越灰白，满身齿痕与乌鲛咬印；齿数在同科中偏少，牙齿磨损重，深水头足类为主食	里氏海豚
reptilia	新北界	泡在浅水里、咬一口就烂肉的蝮	墨西哥蝮	Agkistrodon bilineatus	墨西哥蝮	中美洲溪塘边的半水栖蝮蛇，人畜常在涉水时遭咬；毒液以组织坏死著称，因牧场扑杀与湿地开垦而受威胁	墨西哥蝮
reptilia	澳新界·海洋	毒性极强却很少主动咬人的海蛇	杜氏剑尾海蛇	Aipysurus duboisii	杜氏剑尾海蛇	澳洲周边珊瑚礁居民，专食鳗形鱼类；毒液毒性很强但性情温顺，咬伤案例罕见	杜氏剑尾海蛇
reptilia	古北界	会像鸟一样叫的中亚沙虎	隐耳漠虎	Alsophylax pipiens	隐耳漠虎	荒漠砾石地带壁虎，耳孔隐于皮下、趾缘具栻状突；受困时发出吱叫，两枚卵产在石缝或洞穴中	隐耳漠虎
reptilia	东洋界	把身体埋进沙里只露两个鼻孔的鳖	亚洲鳖	Amyda cartilaginea	亚洲鳖	大型软壳鳖，潜伏泥沙中伏击鱼虾，长吻作通气管；因肉蛋被大量捕食与河滩开发而数量下降	亞洲鱉
reptilia	新热带界	红黑环纹、曾被误当蝮蛇的游水蛇	筒蛇	Anilius scytale	筒蛇	南美小型穴居蛇，体呈红黑相间环纹、卵胎生；上颌保留固定前沟牙，历史上曾被用作蝮蛇类起源的论据	筒蛇
reptilia	新北界	守着自己孩子不放几天的蝮	皮氏跳蝮	Atropoides picadoi	皮氏跳蝮	中美山地溪流石缝居民，受惊时弹跃距离远；与其他多数蝮蛇不同，雌蛇产仔后仍守护幼蛇数日	皮氏跳蝮
reptilia	东洋界	头覆大鳞、毒牙不能折叠的蝰	白头蝰	Azemiops feae	白头蝰	东亚山地居民，黑白条纹的头部覆以大鳞，与其他蝰科的细鳞不同；前毒牙固定无法后折，毒液呈黄绿色	白头蝰
reptilia	非洲热带界	壳上放射纹像星图的龟	射纹龟	Astrochelys radiata	射纹龟	马达加斯加南部干旱灌丛特有种，背甲黄纹自每块盾片中心向外放射；宠物与肉用捕猎使其极度濒危	射紋龜
reptilia	东洋界	站在枝头发呆、变色求偶的树蜥	棕背树蜥	Calotes emma	棕背树蜥	东南亚林缘树栖飞蜥类，常静伏枝头伺机捕虫；繁殖期头颈转橙红并上下点头示威，遇敌则体色变深	棕背树蜥
reptilia	澳新界·海洋	顶着粗壮头骨专砸贝类的海龟	赤蠵龟	Caretta caretta	赤蠵龟	头骨与颌肌在海龟中最发达，主食蟹、贝与虾；能爬上海滩植被带产卵，误食塑料与延绳钓兼捕是主要威胁	赤蠵龜
reptilia	澳新界·海洋	鼻子像猪吻、四肢成鳍不能缩壳	猪鼻龟	Carettochelys insculpta	猪鼻龟	澳洲与新几内亚淡水特有种，吻似猪鼻、四肢成鳍不能缩回壳内，仅上岸产卵；被观赏贸易大量捕获	豬鼻龜
reptilia	东洋界	湄公河里大头扁平的巨型鳖	缅甸小头鳖	Chitra vandijki	缅甸小头鳖	鳖科小头鳖属，头大而扁、吻突长，埋身泥沙仅露鼻尖觅食；因滥捕与采砂、水坝使其极度濒危	缅甸小头鳖
reptilia	新北界	尾巴上长着一列列刺鳞的鬣蜥	黑刺尾鬣蜥	Ctenosaura similis	黑刺尾鬣蜥	尾背覆刺状鳞；日行性、集群上树晒背，奔逃时后肢直立；中美洲作肉用与宠物大量捕捉	黑刺尾鬣蜥
reptilia	东洋界	金黄脑袋、能把自己完全合上的龟	金头闭壳龟	Cuora aurocapitata	金头闭壳龟	中国皖桂山地溪流特有种，头侧金黄、腹甲可完全闭合；分布狭窄，因观赏与食用贸易濒危	金头闭壳龟
reptilia	东洋界	裙边带锯齿的溪流龟	齿缘摄龟	Cyclemys dentata	齿缘摄龟	缘盾锯齿而得名；栖东南亚溪流湿地，被食用与观赏贸易大量捕捉，野生种群明显下滑	齿缘摄龟
reptilia	东洋界	鼻尖翘成一片特化鳞的蝮	尖吻蝮	Deinagkistrodon acutus	尖吻蝮	吻端由特化鳞向上翘起，便于翻掘落叶与松土；血循毒剧烈，民间称五步蛇，因药用捕猎过度而数量下降	尖吻蝮
reptilia	澳新界·海洋	没有硬壳、靠吃水母长成大块的龟	棱皮龟	Dermochelys coriacea	棱皮龟	背甲退化为革质、覆七条纵棱；主食水母，可潜至千米深并北上冷水域，靠庞大体型留住游动产生的热	棱皮龜
reptilia	新北界	体温烧到别种蜥蜴中暑的水平才觅食	沙漠鬣蜥	Dipsosaurus dorsalis	沙漠鬣蜥	耐高温，正午在其他蜥蜴躲藏的时段出洞取食荒漠灌木；饮水极少，靠食物水分与高浓度排泄省水	沙漠鬣蜥
reptilia	新北界	蜕皮时把旧皮从头上整条卷下来	西马德雷山鼍蜥	Elgaria kingii	西马德雷山鼍蜥	鼍蜥属山栖种类，体侧具皮肤褶、趾能抓握；蜕皮常自头部卷落成条，受惊可断尾，昼伏石缝与朽木下	西马德雷山鼍蜥
reptilia	澳新界·海洋	嘴窄带钩、专从珊瑚缝里夹海绵	玳瑁	Eretmochelys imbricata	玳瑁	背甲盾片覆瓦状叠压，即「玳瑁」原料；吻窄而钩，专取礁缝海绵；肉累积毒素人不可食，却仍被捕尽	玳瑁
reptilia	古北界	倒退着把自己埋进流沙的蝮	扁鼻蝮	Eristicophis macmahoni	扁鼻蝮	吻鳞特化成铲状，靠后退动作迅速潜入松沙；分布于巴基斯坦与伊朗荒漠，体色浅淡、背缀深色圆斑	扁鼻蝮
reptilia	新北界	全靠一条标本定名的迷你蚺	侏儒蚺	Exiliboa placata	侏儒蚺	仅凭一条雌性正模定名，为墨西哥最小的蛇类之一；因再无第二份标本，栖息地与食性几近空白	侏儒蚺
reptilia	古北界	在水底憋过整冬的欧洲本土龟	欧洲泽龟	Emys orbicularis	欧洲泽龟	虹膜密布黄点；可长期潜伏水底，靠咽部与泄殖腔囊辅助气体交换，湿地排水与外来龟竞争挤压其种群	欧洲泽龟
reptilia	澳新界·海洋	趾端像被剪了一刀的世界性壁虎	截趾虎	Gehyra mutilata	截趾虎	趾瓣具缺刻而得名；随人类贸易扩散到热带多地，产两枚黏附卵，白天躲于树皮与屋内缝隙	截趾虎
